,CVE_DOC,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO
0,F37034,434.48,52.8,52.8,434.48,52.8,381.68
1,F37036,1264.05,327.18,327.18,1264.05,327.18,936.87
2,F37041,551.61,177.68,177.68,3861.29,1243.73,373.94
3,F37042,140.0,38.96,38.96,140.0,38.96,101.04
4,F37043,172.41,101.71,101.71,344.83,203.42,70.71
5,F37043,237.07,49.41,49.41,474.14,98.82,187.66
6,F37044,942.7,108.0,219.9,2576.7,625.1,684.8
7,F37046,94.5,38.96,38.96,283.5,116.88,55.54
8,F37048,1615.0,517.89,517.89,1615.0,517.89,1097.11
9,F37049,1615.0,517.89,517.89,1615.0,517.89,1097.11
10,F37050,1615.0,517.89,517.89,1615.0,517.89,1097.11
11,F37051,1615.0,0.0,586.32,1615.0,586.32,1028.68
12,F37052,1615.0,0.0,586.32,1615.0,586.32,1028.68
13,F37053,1485.25,0.0,86.22,1485.25,86.22,1399.03
14,F37054,2095.25,0.0,742.05,2095.25,742.05,1353.2
15,F37058,192.5,51.73,149.6,481.25,397.08,42.9
16,F37059,771.28,124.0,124.0,1542.56,248.0,647.28
17,F37060,125.0,0.0,141.9,375.0,425.69,-16.9
18,F37061,821.3,0.0,78.7,4106.5,393.48,742.6
19,F37061,821.3,0.0,75.77,5749.1,530.41,745.53
20,F37061,496.35,27.43,27.43,1489.05,82.29,468.92
21,F37067,938.53,147.76,147.76,2815.59,443.27,790.77
22,F37068,718.52,259.35,259.35,718.52,259.35,459.17
23,F37068,898.25,332.65,332.65,898.25,332.65,565.6
24,F37069,1500.0,0.36,0.36,3000.0,0.72,1499.64
25,F37071,1848.0,108.0,219.9,5544.0,625.1,766.11
26,F37073,485.0,124.0,124.0,2425.0,620.0,361.0
27,F37073,375.0,44.14,44.14,2250.0,264.83,330.86
28,F37077,2005.46,489.39,489.39,4010.92,978.77,1516.07
29,F37078,1299.32,305.44,305.44,2576.7,625.1,993.88
30,F37083,856.04,295.24,295.24,5136.22,1771.42,560.8
31,F37086,1299.32,305.44,305.44,2576.7,625.1,993.88
32,F37087,601.23,178.6,178.6,601.23,178.6,422.63
33,F37092,150.5,68.95,68.95,1505.0,689.45,81.56
34,F37092,215.96,78.32,78.32,2159.6,783.24,137.64
35,F37095,382.1,5.76,5.76,382.1,5.76,376.34
36,F37095,485.23,45.01,45.01,485.23,45.01,440.22
37,F37097,945.0,289.05,289.05,945.0,289.05,655.95
38,F37098,259.6,64.85,64.85,10384.0,2594.17,194.75
39,F37100,938.53,0.0,161.73,938.53,161.73,776.8
40,F37102,942.7,0.0,219.9,2576.7,625.1,684.8
41,F37103,619.21,101.71,101.71,5572.89,915.42,517.5
42,F37105,505.08,0.0,81.91,5050.8,819.14,423.17
43,F37107,1328.0,0.0,497.54,10624.0,625.1,830.46
44,F37110,599.05,0.0,98.76,1198.1,197.51,500.3
45,F37114,803.0,140.29,140.29,803.0,140.29,662.71
46,F37117,785.25,181.88,181.88,1570.5,363.75,603.38
47,F37117,615.85,249.89,249.89,1231.7,499.77,365.96
48,F37117,385.2,48.56,48.56,1540.8,194.24,336.64
49,F37120,2150.0,0.0,195.26,2150.0,195.26,1954.74
50,F37125,531.0,85.29,85.29,2655.0,426.47,445.71
51,F37126,385.0,220.0,220.0,385.0,220.0,165.0
52,F37128,500.0,211.36,211.36,500.0,211.36,288.64
53,F37129,835.5,242.48,242.48,1671.0,484.95,593.02
54,F37129,895.5,235.56,235.56,1791.0,471.13,659.94
55,F37130,1264.25,0.0,319.8,1264.25,319.8,944.45
56,F37130,1264.25,0.0,313.8,1264.25,313.8,950.45
57,F37134,605.0,44.7,44.7,2420.0,178.8,560.3
58,F37138,337.7,4.02,4.02,337.7,4.02,333.68
59,F37141,558.14,69.23,69.23,1116.28,138.46,488.91
60,F37142,558.14,69.23,69.23,1116.28,138.46,488.91
61,F37143,1412.0,556.14,556.14,4236.0,1668.42,855.86
62,F37143,1188.0,447.68,447.68,3564.0,1343.05,740.32
63,F37143,663.0,95.82,95.82,3978.0,574.91,567.18
64,F37143,495.8,158.4,158.4,991.6,316.8,337.4
65,F37147,2177.5,272.65,272.65,2576.7,2181.22,1904.85
66,F37150,505.23,161.63,161.63,1010.46,323.25,343.6
67,F37150,985.1,105.68,105.68,3940.4,422.72,879.42
68,F37152,2644.28,0.0,795.74,10577.12,625.1,1848.54
69,F37153,522.0,51.38,51.38,1044.0,102.76,470.62
70,F37156,255.01,291.72,291.72,255.01,291.72,-36.71
71,F37161,551.25,0.0,240.87,5512.5,2408.67,310.38
72,F37167,364.55,52.48,52.48,364.55,52.48,312.07
73,F37167,662.0,139.82,139.82,662.0,139.82,522.18
74,F37169,1475.3,275.5,275.5,2576.7,625.1,1199.8
75,F37171,999.91,200.3,200.3,2999.72,600.9,799.61
76,F37174,1450.0,372.67,372.67,2576.7,625.1,1077.33
77,F37175,1450.0,360.5,360.5,8700.0,2162.98,1089.5
78,F37175,1450.0,337.97,337.97,8700.0,2027.79,1112.03
79,F37178,415.0,113.47,113.47,3320.0,907.73,301.53
80,F37180,272.0,77.13,77.13,2720.0,771.29,194.87
81,F37184,1025.87,0.0,115.58,2051.74,231.15,910.29
82,F37184,1587.25,0.0,165.19,3174.5,330.39,1422.06
83,F37184,942.7,0.0,385.71,5970.72,771.42,684.8
84,F37185,566.64,85.89,85.89,566.64,85.89,480.75
85,F37187,431.5,95.96,95.96,5178.0,1151.56,335.54
86,F37187,528.3,131.65,131.65,6339.6,1579.75,396.65
87,F37191,1880.28,0.0,292.75,1880.28,292.75,1587.53
88,F37192,150.0,71.25,71.25,3000.0,1425.02,78.75
89,F37193,98.0,38.96,38.96,98.0,38.96,59.04
90,F37198,830.25,363.33,363.33,2490.75,1090.0,466.92
91,F37202,473.28,27.08,27.08,473.28,27.08,446.2
92,F37204,1659.6,436.54,436.54,1659.6,436.54,1223.06
93,F37214,107.76,38.96,38.96,107.76,38.96,68.8
94,F37215,499.0,113.22,113.22,499.0,113.22,385.78
95,F37217,900.0,0.0,247.52,2700.0,742.57,652.48
96,F37219,1189.0,0.0,160.03,3567.0,480.08,1028.97
97,F37221,1435.0,0.0,369.59,4305.0,1108.78,1065.41
98,F37222,495.0,0.0,67.42,990.0,134.84,427.58
99,F37223,125.0,71.25,71.25,125.0,71.25,53.75
100,F37223,175.0,75.89,75.89,175.0,75.89,99.11
101,F37226,2625.5,0.0,219.9,5251.0,2428.6,1411.2
102,F37230,2464.2,108.0,219.9,4928.4,2082.15,1423.12
103,F37231,2068.5,108.0,219.9,4137.0,2597.36,769.82
104,F37233,925.6,0.0,387.87,925.6,387.87,537.73
105,F37235,1517.63,435.3,435.3,1517.63,435.3,1082.33
106,F37236,498.85,0.0,24.38,1995.4,97.52,474.47
107,F37237,2629.5,167.3,167.3,2629.5,167.3,684.8
108,F37238,535.09,104.4,104.4,535.09,104.4,430.69
109,F37239,1195.84,0.0,336.57,2391.69,673.13,859.28
110,F37240,1572.45,0.0,647.84,1572.45,647.84,924.61
111,F37240,2375.5,0.0,436.05,9502.0,1744.19,1939.45
112,F37240,2080.85,0.0,449.35,4161.7,898.7,1631.5
113,F37241,2118.0,0.0,406.61,2118.0,406.61,1711.39
114,F37242,1250.0,281.94,281.94,1250.0,281.94,968.06
115,F37243,617.0,0.0,67.22,2468.0,268.86,549.79
116,F37249,510.0,0.0,37.76,1020.0,75.53,472.24
117,F37250,197.5,13.38,13.38,197.5,13.38,184.12
118,F37255,1000.0,0.0,226.23,1000.0,226.23,773.77
119,F37257,425.2,0.0,130.2,1700.8,520.79,295.0
120,F37257,485.5,0.0,137.08,971.0,274.16,348.42
121,F37259,385.0,220.0,220.0,385.0,220.0,165.0
122,F37260,942.7,492.92,492.92,3892.24,492.92,684.8
123,F37261,197.5,13.38,13.38,197.5,13.38,184.12
124,F37262,871.5,174.76,174.76,871.5,174.76,696.74
125,F37269,375.29,0.0,106.0,1125.87,318.0,269.29
126,F37270,1100.0,246.94,246.94,2200.0,493.89,853.06
127,F37275,565.4,90.18,90.18,565.4,90.18,475.22
128,F37276,351.64,156.83,156.83,1406.56,627.33,194.81
129,F37277,988.25,0.0,146.88,3953.0,587.54,841.37
130,F37277,828.69,0.0,186.95,3314.76,747.79,641.74
131,F37278,657.58,0.0,99.32,2630.32,397.28,558.26
132,F37279,1125.0,130.78,130.78,1125.0,130.78,994.22
133,F37279,1125.0,134.36,134.36,1125.0,134.36,990.64
134,F37282,913.4,189.47,189.47,2576.7,2842.01,723.93
135,F37285,462.0,220.0,220.0,462.0,220.0,242.0
136,F37289,2665.3,395.14,395.14,2665.3,395.14,684.8
137,F37289,1579.6,141.65,141.65,1579.6,141.65,1437.95
138,F37299,1800.18,526.27,526.27,2576.7,625.1,1273.91
139,F37300,533.6,0.0,150.79,2134.4,603.18,382.81
140,F37300,720.0,96.78,96.78,7200.0,967.82,623.22
141,F37301,1877.65,533.27,533.27,5632.95,1599.82,1344.38
142,F37302,972.0,319.99,319.99,6804.0,2239.95,652.01
143,F37303,1899.18,0.0,164.55,3798.36,329.11,1734.63
144,F37311,1022.5,168.4,168.4,2045.0,336.79,854.1
145,F37318,942.7,0.0,418.59,2576.7,1255.77,684.8
146,F37319,1054.0,0.0,665.36,1054.0,665.36,388.64
147,F37320,2399.01,0.0,569.1,9596.04,2276.4,1829.91
148,F37321,1143.25,78.83,78.83,3429.75,236.48,1064.42
149,F37326,568.65,0.0,83.5,1705.95,250.49,485.15
150,F37331,942.7,0.0,791.1,9159.75,2373.3,684.8
151,F37333,705.5,0.0,143.89,2116.5,431.66,561.61
152,F37336,813.1,222.0,222.0,1626.21,444.0,591.1
153,F37336,357.85,113.59,113.59,715.7,227.19,244.26
154,F37339,866.7,153.97,153.97,8667.0,1539.68,712.73
155,F37341,514.25,112.64,112.64,3085.5,675.84,401.61
156,F37342,307.5,87.1,87.1,307.5,87.1,220.4
157,F37349,1046.11,0.0,297.59,2092.22,595.19,748.52
158,F37350,300.0,0.0,111.63,900.0,334.89,188.37
159,F37355,1991.0,182.75,182.75,5973.0,548.24,1808.25
160,F37357,759.17,0.0,106.18,3036.68,424.72,652.99
161,F37357,788.05,0.0,150.48,3152.2,601.92,637.57
162,F37358,420.0,36.92,36.92,840.0,73.84,383.08
163,F37358,945.0,299.62,299.62,945.0,299.62,645.38
164,F37358,345.0,31.72,31.72,1035.0,95.16,313.28
165,F37358,994.64,155.39,155.39,1989.28,310.77,839.25
166,F37358,738.4,145.21,145.21,1476.8,290.42,593.19
167,F37359,1452.18,150.74,150.74,1452.18,150.74,1301.44
168,F37361,197.5,17.39,17.39,1185.0,104.34,180.11
169,F37362,336.93,106.55,106.55,336.93,106.55,230.38
170,F37363,568.26,0.0,89.85,3409.56,539.13,478.41
171,F37363,2259.43,0.0,143.11,2259.43,143.11,684.8
172,F37367,447.42,0.0,42.86,894.84,85.71,404.56
173,F37370,2174.6,0.0,337.19,2174.6,337.19,1837.41
174,F37372,919.0,0.0,226.23,919.0,226.23,692.77
175,F37375,145.0,51.36,51.36,290.0,102.71,93.64
176,F37376,375.0,98.64,98.64,3000.0,789.1,276.36
177,F37378,2625.5,108.0,219.9,5251.0,2428.6,1411.2
178,F37381,594.83,0.0,325.78,4758.64,2606.27,269.05
179,F37386,2278.45,431.83,431.83,4556.9,863.66,1846.62
180,F37389,408.87,124.0,124.0,408.87,124.0,284.87
181,F37394,1136.53,175.18,175.18,1136.53,175.18,961.35
182,F37395,862.07,12.4,12.4,862.07,12.4,849.67
183,F37401,2525.0,0.0,219.9,7575.0,625.1,743.0
184,F37403,337.7,36.53,36.53,675.4,73.06,301.17
185,F37409,1499.3,108.0,672.74,2576.7,625.1,826.56
186,F37409,2349.48,108.0,219.9,2576.7,625.1,1159.06
187,F37414,510.0,0.0,70.04,2040.0,280.17,439.96
188,F37415,813.05,0.0,189.75,1626.1,379.5,623.3
189,F37415,1048.0,0.0,346.74,2096.0,693.49,701.26
190,F37417,525.0,112.61,112.61,1050.0,225.21,412.39
191,F37418,942.7,0.0,219.9,2576.7,625.1,684.8
192,F37422,119.83,38.96,38.96,239.66,77.92,80.87
193,F37425,813.0,227.18,227.18,813.0,227.18,585.82
194,F37426,2068.5,0.0,773.91,2068.5,773.91,1294.59
195,F37429,1518.0,304.25,304.25,9108.0,1825.52,1213.75
196,F37430,597.06,173.0,173.0,2985.3,865.0,424.06
197,F37433,683.25,29.9,29.9,683.25,29.9,653.35
198,F37434,813.1,222.0,222.0,813.1,222.0,591.1
199,F37435,690.81,0.0,52.74,2576.7,949.4,638.07
200,F37436,1520.0,378.69,378.69,3040.0,757.39,1141.31
201,F37437,385.0,220.0,220.0,385.0,220.0,165.0
202,F37442,435.0,0.0,253.0,435.0,253.0,182.0
203,F37442,206.9,0.0,98.63,206.9,98.63,108.27
204,F37443,1450.0,0.0,254.34,2576.7,625.1,1195.66
205,F37444,780.25,37.66,37.66,1560.5,75.32,742.59
206,F37444,799.12,44.54,44.54,1598.24,89.08,754.58
207,F37444,821.89,48.09,48.09,1643.78,96.18,773.8
208,F37444,839.43,51.09,51.09,1678.86,102.18,788.34
209,F37444,901.12,141.49,141.49,1802.24,282.98,759.63
210,F37444,992.0,201.21,201.21,1984.0,402.41,790.79
211,F37444,1109.22,188.85,188.85,2218.44,377.7,920.37
212,F37444,1112.0,297.2,297.2,2224.0,594.4,814.8
213,F37444,725.1,30.17,30.17,5075.7,211.19,694.93
214,F37445,387.45,54.82,54.82,774.9,109.64,332.63
215,F37447,1674.0,0.0,187.31,3348.0,374.62,1486.69
216,F37449,960.0,0.0,366.42,1920.0,732.84,593.58
217,F37450,689.92,112.8,112.8,1379.84,225.59,577.12
218,F37451,689.92,112.8,112.8,1379.84,225.59,577.12
219,F37455,813.0,0.0,227.18,813.0,227.18,585.82
220,F37458,942.7,0.0,427.12,9600.0,1281.35,684.8
221,F37464,942.7,0.0,369.07,2576.7,2214.39,684.8
222,F37465,355.0,101.99,101.99,3550.0,1019.92,253.01
223,F37467,2218.27,0.0,219.9,4436.54,2409.43,1013.56
224,F37468,650.32,0.0,74.08,650.32,74.08,576.24
225,F37469,1615.0,108.0,219.9,1615.0,1179.22,435.78
226,F37470,1615.0,108.0,219.9,1615.0,1179.22,435.78
227,F37471,1615.0,108.0,219.9,1615.0,1179.22,435.78
228,F37472,1615.0,108.0,219.9,1615.0,1179.22,435.78
229,F37473,1615.0,108.0,219.9,1615.0,1179.22,435.78
230,F37474,598.0,338.28,338.28,1196.0,676.56,259.72
231,F37475,445.0,160.14,160.14,890.0,320.27,284.86
232,F37475,303.45,106.55,106.55,606.9,213.1,196.9
233,F37475,369.25,137.48,137.48,738.5,274.96,231.77
234,F37480,355.0,119.05,119.05,1775.0,595.24,235.95
235,F37481,681.75,0.0,125.12,2727.0,500.47,556.63
236,F37482,407.0,127.62,127.62,4070.0,1276.19,279.38
237,F37483,488.0,120.29,120.29,3904.0,962.29,367.71
238,F37484,543.0,113.69,113.69,3801.0,795.85,429.31
239,F37485,509.0,161.1,161.1,4072.0,1288.78,347.9
240,F37486,1365.0,131.71,131.71,4095.0,395.14,1233.29
241,F37487,1015.0,0.0,459.8,4060.0,1839.19,555.2
242,F37490,562.32,88.95,88.95,2249.28,355.8,473.37
243,F37491,1125.0,108.0,219.9,1125.0,625.1,684.8
244,F37492,1485.0,0.0,440.7,2970.0,881.41,1044.3
245,F37493,1475.3,339.43,339.43,2576.7,625.1,1135.87
246,F37495,625.2,29.29,29.29,2500.8,117.15,595.91
247,F37498,565.4,90.42,90.42,1130.8,180.83,474.98
248,F37499,498.77,0.0,69.55,997.54,139.11,429.22
249,F37500,2508.7,0.0,470.09,2508.7,470.09,2038.61
250,F37502,1028.35,0.0,373.69,2056.7,747.38,654.66
251,F37509,1265.2,0.0,559.98,1265.2,559.98,705.22
252,F37509,799.1,0.0,178.49,2397.3,535.46,620.61
253,F37513,1156.5,0.0,139.69,1156.5,139.69,1016.81
254,F37514,992.25,173.44,173.44,2976.75,520.33,818.81
255,F37515,358.7,0.0,48.23,1076.1,144.69,310.47
256,F37516,1498.16,0.0,208.27,1498.16,208.27,1289.89
257,F37516,1599.5,0.0,688.35,1599.5,688.35,911.15
258,F37516,1455.25,0.0,375.4,1455.25,375.4,1079.85
259,F37516,1398.79,0.0,415.77,1398.79,415.77,983.02
260,F37517,1472.0,0.0,601.65,2944.0,1203.29,870.35
261,F37517,398.85,236.98,236.98,1196.55,710.93,161.87
262,F37518,1229.88,0.0,449.84,3689.64,1349.52,780.04
263,F37519,1020.0,0.0,87.59,2040.0,175.18,932.41
264,F37521,625.2,0.0,43.81,2500.8,175.24,581.39
265,F37522,468.97,33.9,33.9,1875.86,135.61,435.06
266,F37525,2524.5,108.0,688.31,2524.5,688.31,1836.19
267,F37530,1030.0,236.68,236.68,4120.0,946.71,793.32
268,F37530,1094.6,210.46,210.46,4378.4,841.84,884.14
269,F37531,2625.5,108.0,219.9,5251.0,2428.6,1411.2
270,F37535,942.7,108.0,219.9,2576.7,625.1,684.8
271,F37535,942.7,0.0,219.9,2576.7,625.1,684.8
272,F37538,462.0,220.0,220.0,462.0,220.0,242.0
273,F37539,942.7,0.0,41.26,4315.0,41.26,684.8
274,F37540,992.25,173.44,173.44,2976.75,520.33,818.81
275,F37541,519.0,78.24,78.24,1038.0,156.48,440.76
276,F37543,512.36,211.36,211.36,512.36,211.36,301.0
277,F37543,382.76,137.48,137.48,382.76,137.48,245.28
278,F37544,560.04,0.0,134.94,560.04,134.94,425.1
279,F37545,913.4,235.81,235.81,2576.7,625.1,677.59
280,F37547,1255.2,370.94,370.94,1255.2,370.94,884.26
281,F37553,337.7,0.0,36.53,675.4,73.06,301.17
282,F37555,965.5,0.0,269.59,1931.0,539.17,695.91
283,F37556,265.0,87.1,87.1,1060.0,348.39,177.9
284,F37559,2265.0,435.26,435.26,2265.0,435.26,1829.74
285,F37562,574.0,67.47,67.47,2296.0,269.88,506.53
286,F37564,1103.0,122.14,122.14,5515.0,610.68,980.86
287,F37565,577.8,152.37,152.37,1155.6,304.73,425.43
288,F37573,1330.68,0.0,428.56,2576.7,625.1,902.12
289,F37578,800.0,216.65,216.65,800.0,216.65,583.35
290,F37579,2218.27,108.0,219.9,8873.08,625.1,971.92
291,F37580,470.0,143.8,143.8,470.0,143.8,326.2
292,F37582,594.83,326.23,326.23,5948.3,625.1,268.6
293,F37584,999.91,212.44,212.44,999.91,212.44,787.46
294,F37585,980.6,317.3,317.3,980.6,317.3,663.3
295,F37586,980.6,317.3,317.3,980.6,317.3,663.3
296,F37589,1405.25,269.6,269.6,4215.75,808.8,1135.65
297,F37594,812.53,0.0,111.07,1625.06,222.14,701.46
298,F37602,375.29,87.1,87.1,375.29,87.1,288.19
299,F37603,355.0,119.05,119.05,7100.0,2380.95,235.95
300,F37604,1666.85,108.0,219.9,8334.25,625.1,0.0
301,F37605,470.0,143.8,143.8,2350.0,719.0,326.2
302,F37606,942.7,108.0,219.9,4650.5,2644.78,2005.72
303,F37607,1551.2,303.31,303.31,9307.2,1819.85,1247.89
304,F37608,1548.0,108.0,673.14,3096.0,1346.28,874.86
305,F37610,942.7,0.0,219.9,4508.2,1783.73,684.8
306,F37612,462.0,220.0,220.0,924.0,440.0,242.0
307,F37612,107.76,38.96,38.96,215.52,77.92,68.8
308,F37615,2377.0,417.45,417.45,2377.0,417.45,1959.55
309,F37620,839.28,261.77,261.77,8392.8,2617.65,577.51
310,F37620,1078.5,0.0,351.08,2576.7,625.1,727.42
311,F37622,385.0,220.0,220.0,385.0,220.0,165.0
312,F37624,2359.7,377.29,377.29,9438.8,1509.17,1982.41
313,F37625,970.0,145.03,145.03,8730.0,1305.27,824.97
314,F37626,999.91,212.44,212.44,999.91,212.44,787.46
315,F37628,1215.5,358.0,358.0,2431.0,716.01,857.5
316,F37629,1910.0,97.81,195.77,1910.0,195.77,1714.24
317,F37633,1520.25,525.52,525.52,6081.0,2102.1,994.73
318,F37637,1350.0,248.65,248.65,2700.0,497.3,1101.35
319,F37639,375.0,44.14,44.14,1875.0,220.69,330.86
320,F37642,462.0,220.0,220.0,462.0,220.0,242.0
321,F37644,1410.6,281.63,281.63,2821.2,563.27,1128.97
322,F37646,358.0,0.0,30.77,1790.0,153.86,327.23
323,F37649,1608.0,541.44,541.44,3216.0,1082.88,1066.56
324,F37652,448.6,0.0,70.12,2691.6,420.72,378.48
325,F37655,710.0,112.11,112.11,710.0,112.11,597.89
326,F37656,647.1,0.0,244.02,2576.7,625.1,403.08
327,F37658,942.7,108.0,761.07,6106.5,1522.13,684.8
328,F37662,337.0,106.55,106.55,1348.0,426.19,230.45
329,F37664,1953.26,108.0,626.37,3906.52,1252.74,1326.89
330,F37665,498.0,143.8,143.8,996.0,287.6,354.2
331,F37667,2005.5,327.61,327.61,2005.5,327.61,1677.89
332,F37672,568.97,0.0,60.56,568.97,60.56,508.41
333,F37673,850.0,174.73,174.73,1700.0,349.45,675.27
334,F37674,932.5,300.96,300.96,5595.0,1805.76,631.54
335,F37676,1615.0,108.0,219.9,1615.0,1179.22,435.78
336,F37677,1179.25,319.43,319.43,1179.25,319.43,859.82
337,F37678,1179.25,319.43,319.43,1179.25,319.43,859.82
338,F37679,1848.4,417.02,417.02,1848.4,417.02,1431.38
339,F37680,1848.4,417.02,417.02,1848.4,417.02,1431.38
340,F37685,497.2,66.08,66.08,1988.8,264.34,431.12
341,F37687,999.91,212.44,212.44,999.91,212.44,787.46
342,F37688,659.48,98.65,98.65,1318.96,197.3,560.83
343,F37692,375.0,64.98,64.98,2250.0,389.9,310.02
344,F37692,94.5,38.96,38.96,189.0,77.92,55.54
345,F37693,153.0,51.36,51.36,306.0,102.71,101.64
346,F37695,98.0,38.96,38.96,196.0,77.92,59.04
347,F37697,942.7,108.0,219.9,2576.7,625.1,684.8
348,F37698,732.0,222.0,222.0,732.0,222.0,510.0
349,F37699,999.91,200.3,200.3,1999.81,400.6,799.61
350,F37700,265.08,87.1,87.1,2650.8,870.97,177.98
351,F37701,2835.0,0.0,620.47,2576.7,625.1,684.8
352,F37702,1247.5,0.0,376.35,2495.0,752.71,871.15
353,F37702,850.2,519.02,519.02,850.2,519.02,331.18
354,F37703,485.3,0.0,89.76,485.3,89.76,395.54
355,F37703,570.3,0.0,72.34,570.3,72.34,497.96
356,F37708,942.7,108.0,219.9,2576.7,625.1,1813.74
357,F37710,1784.0,116.97,116.97,3568.0,233.93,1667.03
358,F37711,942.7,0.0,219.9,7903.2,2448.37,684.8
359,F37713,942.7,0.0,219.9,10047.0,625.1,2075.39
360,F37714,942.7,0.0,219.9,2576.7,625.1,684.8
361,F37717,585.13,97.0,97.0,585.13,97.0,488.13
362,F37718,561.0,71.53,71.53,2244.0,286.12,489.47
363,F37718,561.0,88.34,88.34,2244.0,353.34,472.66
364,F37719,710.0,228.89,228.89,2130.0,686.66,481.11
365,F37722,579.66,0.0,50.94,579.66,50.94,528.72
366,F37722,800.0,0.0,45.28,800.0,45.28,754.72
367,F37724,395.0,0.0,4.92,1185.0,14.76,390.08
368,F37728,942.7,108.0,219.9,2576.7,625.1,1903.42
369,F37728,2366.63,108.0,698.18,2576.7,625.1,1668.45
370,F37730,691.68,211.36,211.36,691.68,211.36,480.32
371,F37730,862.33,410.21,410.21,862.33,410.21,452.12
372,F37731,120.0,38.96,38.96,120.0,38.96,81.04
373,F37734,942.7,0.0,219.9,2576.7,625.1,684.8
374,F37736,150.0,0.0,88.63,3750.0,2215.69,61.37
375,F37737,190.52,71.25,71.25,381.04,142.5,119.27
376,F37740,1850.0,0.0,710.34,3700.0,1420.68,1139.66
377,F37742,636.21,102.22,102.22,636.21,102.22,533.99
378,F37743,918.0,0.0,502.32,2754.0,1506.97,415.68
379,F37746,525.0,97.46,97.46,4200.0,779.66,427.54
380,F37746,495.0,172.28,172.28,990.0,344.57,322.72
381,F37746,354.5,155.02,155.02,709.0,310.03,199.48
382,F37746,354.5,177.36,177.36,354.5,177.36,177.14
383,F37750,2198.58,216.46,216.46,6595.74,649.37,1982.12
384,F37750,1260.48,213.66,213.66,5041.92,854.65,1046.82
385,F37751,780.25,37.66,37.66,1560.5,75.32,742.59
386,F37751,799.12,44.54,44.54,1598.24,89.08,754.58
387,F37751,821.89,48.09,48.09,1643.78,96.18,773.8
388,F37751,839.43,51.09,51.09,1678.86,102.18,788.34
389,F37752,190.52,72.37,72.37,190.52,72.37,118.15
390,F37753,435.0,220.0,220.0,435.0,220.0,215.0
391,F37755,527.59,64.91,64.91,527.59,64.91,462.68
392,F37756,1205.0,258.43,258.43,1205.0,258.43,946.57
393,F37757,704.5,173.0,173.0,704.5,173.0,531.5
394,F37758,942.7,0.0,714.2,2576.7,625.1,684.8
395,F37760,778.17,391.24,391.24,1556.35,782.48,386.94
396,F37761,907.5,116.73,116.73,907.5,116.73,790.77
397,F37764,165.0,48.49,48.49,495.0,145.47,116.51
398,F37770,862.35,410.21,410.21,862.35,410.21,452.14
399,F37772,1551.72,316.4,316.4,1551.72,316.4,1235.32
400,F37774,538.79,6.69,6.69,538.79,6.69,532.1
401,F37775,387.93,24.0,24.0,387.93,24.0,363.93
402,F37776,1020.0,258.21,258.21,1020.0,258.21,761.79
403,F37777,1299.32,340.8,340.8,2576.7,625.1,958.52
404,F37785,445.0,220.0,220.0,445.0,220.0,225.0
405,F37787,1513.0,0.0,447.47,2576.7,625.1,1065.53
406,F37788,500.5,0.0,26.95,6006.0,323.44,473.55
407,F37791,1056.03,244.91,244.91,1056.03,244.91,811.12
408,F37802,562.5,88.95,88.95,3375.0,533.7,473.55
409,F37802,646.6,91.21,91.21,3879.6,547.28,555.39
410,F37803,1475.3,366.1,366.1,2576.7,625.1,1109.2
411,F37803,942.7,108.0,736.48,3053.25,736.48,684.8
412,F37804,1475.3,356.75,356.75,2576.7,625.1,1118.55
413,F37804,942.7,0.0,791.1,9159.75,2373.3,684.8
414,F37805,620.0,0.0,236.1,2576.7,625.1,383.9
415,F37807,1899.85,0.0,517.36,3799.7,1034.72,1382.49
416,F37808,2458.45,0.0,305.38,9833.8,1221.53,684.8
417,F37813,942.7,0.0,219.9,4956.73,1306.63,684.8
418,F37814,657.5,88.74,88.74,1972.5,266.21,568.76
419,F37817,942.7,0.0,219.9,2576.7,1516.24,684.8
420,F37817,942.7,108.0,219.9,2576.7,625.1,684.8
421,F37818,435.72,137.48,137.48,435.72,137.48,298.24
422,F37824,120.09,42.79,42.79,120.09,42.79,77.3
423,F37827,633.6,112.24,112.24,633.6,112.24,521.36
424,F37827,564.71,111.07,111.07,564.71,111.07,453.64
425,F37827,633.6,112.24,112.24,633.6,112.24,521.36
426,F37827,498.65,59.54,59.54,498.65,59.54,439.11
427,F37827,616.0,110.37,110.37,616.0,110.37,505.63
428,F37827,598.0,110.37,110.37,598.0,110.37,487.63
429,F37829,862.0,90.16,90.16,862.0,90.16,771.84
430,F37830,705.5,106.52,106.52,2116.5,319.57,598.98
431,F37831,705.5,0.0,158.37,2822.0,633.46,547.13
432,F37832,2278.45,359.16,359.16,2278.45,359.16,1919.29
433,F37834,2359.7,377.29,377.29,9438.8,1509.17,1982.41
434,F37835,1105.6,0.0,165.15,1105.6,165.15,940.45
435,F37836,2400.0,360.32,360.32,4800.0,720.65,2039.68
436,F37841,1500.0,0.36,0.36,3000.0,0.72,1499.64
437,F37842,435.0,220.0,220.0,435.0,220.0,215.0
438,F37843,938.53,0.0,161.73,3754.12,646.92,776.8
439,F37844,405.2,0.0,47.25,810.4,94.49,357.95
440,F37845,357.76,113.59,113.59,357.76,113.59,244.17
441,F37852,625.7,0.0,91.9,3128.5,459.5,533.8
